"stop_id","stop_lat","stop_long","stop_name","stop_suburb","stop_type"
"B-2739 ","-38.3372339900","144.7348610000","Sorrento Tennis Club/Melbourne Rd                                     ","Sorrento                                          ","B   "
"B-274  ","-37.8028274200","145.3447938000","Emery Lane/Cambridge Rd                                               ","Montrose                                          ","B   "
"B-2740 ","-38.3349078300","144.7319933000","Hurstwood Rd/Hotham Rd                                                ","Sorrento                                          ","B   "
"B-2741 ","-38.3337511400","144.7262409000","Oxford Rd/Hotham Rd                                                   ","Sorrento                                          ","B   "
"B-2742 ","-38.3327390300","144.7219140000","Campbells Rd/Hotham Rd                                                ","Portsea                                           ","B   "
"B-2743 ","-38.3315876400","144.7164591000","Franklin Rd/Hotham Rd                                                 ","Portsea                                           ","B   "
"B-2744 ","-38.3288592800","144.7165562000","Ibis Way/Franklin Rd                                                  ","Portsea                                           ","B   "
"B-2745 ","-38.3270561400","144.7169674000","Martins Lane/Franklin Rd                                              ","Portsea                                           ","B   "
"B-2746 ","-38.3244447400","144.7175183000","Royal Ave/Franklin Rd                                                 ","Portsea                                           ","B   "
"B-2747 ","-37.9859965300","145.2247722000","Ross St/Clow St                                                       ","Dandenong                                         ","B   "
"B-2748 ","-38.3210325400","144.7181287000","Point Nepean Rd/Franklin Rd                                           ","Portsea                                           ","B   "
"B-2749 ","-38.3200221100","144.7129791000","Nepean Pl/Point Nepean Rd                                             ","Portsea                                           ","B   "
"B-275  ","-37.8015505900","145.3405176000","Montrose Brickworks Flora Reserve/Cambridge Rd                        ","Montrose                                          ","B   "
"B-2750 ","-38.3196564300","144.7094793000","Delgany Ave/Point Nepean Rd                                           ","Portsea                                           ","B   "
"B-2751 ","-38.1863499200","145.1435250000","Escarpment Dr/Frankston-Flinders Rd                                   ","Frankston South                                   ","B   "
